"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMLchromosome","DMLstart","DMLend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","Name","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"82","XM_022467746.1","sp","Q9NV70","EXOC1_HUMAN",49.78,914,415,9,177,2846,1,894,0,863,"NC_035782.1","Gnomon","mRNA",38086855,38086856,".","+",".","ID=rna17378;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467746.1;Name=XM_022467746.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X5;transcript_id=XM_022467746.1","NC_035782.1",38086854,38086856,"-",53,"ID=rna17378","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467746.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X5","transcript_id=XM_022467746.1","","",""
"83","XM_022467746.1","sp","Q9NV70","EXOC1_HUMAN",49.78,914,415,9,177,2846,1,894,0,863,"NC_035782.1","Gnomon","mRNA",38086861,38086862,".","+",".","ID=rna17378;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467746.1;Name=XM_022467746.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X5;transcript_id=XM_022467746.1","NC_035782.1",38086860,38086862,"-",-51,"ID=rna17378","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467746.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X5","transcript_id=XM_022467746.1","","",""
"84","XM_022467747.1","sp","Q9NV70","EXOC1_HUMAN",50.84,897,414,8,177,2795,1,894,0,875,"NC_035782.1","Gnomon","mRNA",38086861,38086862,".","+",".","ID=rna17379;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467747.1;Name=XM_022467747.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X6;transcript_id=XM_022467747.1","NC_035782.1",38086860,38086862,"-",-51,"ID=rna17379","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467747.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X6","transcript_id=XM_022467747.1","","",""
"85","XM_022467747.1","sp","Q9NV70","EXOC1_HUMAN",50.84,897,414,8,177,2795,1,894,0,875,"NC_035782.1","Gnomon","mRNA",38086855,38086856,".","+",".","ID=rna17379;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467747.1;Name=XM_022467747.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X6;transcript_id=XM_022467747.1","NC_035782.1",38086854,38086856,"-",53,"ID=rna17379","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467747.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X6","transcript_id=XM_022467747.1","","",""
"86","XM_022469529.1","sp","P61956","SUMO2_HUMAN",68.09,94,29,1,135,413,1,94,1e-37,137,"NC_035782.1","Gnomon","mRNA",60236511,60236512,".","+",".","ID=rna20189;Parent=gene11670;Dbxref=GeneID:111125574,Genbank:XM_022469529.1;Name=XM_022469529.1;gbkey=mRNA;gene=LOC111125574;model_evidence=Supporting evidence includes similarity to: 10 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=small ubiquitin-related modifier 2-like;transcript_id=XM_022469529.1","NC_035782.1",60236510,60236512,"+",50,"ID=rna20189","Parent=gene11670","Dbxref=GeneID",111125574,"Genbank","Name=XM_022469529.1","gbkey=mRNA","gene=LOC111125574","model_evidence=Supporting evidence includes similarity to"," 10 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=small ubiquitin-related modifier 2-like","transcript_id=XM_022469529.1","","",""
"87","XM_022472303.1","sp","O60290","ZN862_HUMAN",25.54,231,156,6,678,1328,592,820,1e-09,64.3,"NC_035780.1","Gnomon","mRNA",51428632,51428633,".","-",".","ID=rna5160;Parent=gene3037;Dbxref=GeneID:111127218,Genbank:XM_022472303.1;Name=XM_022472303.1;gbkey=mRNA;gene=LOC111127218;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=uncharacterized LOC111127218;transcript_id=XM_022472303.1","NC_035780.1",51428631,51428633,"-",-56,"ID=rna5160","Parent=gene3037","Dbxref=GeneID",111127218,"Genbank","Name=XM_022472303.1","gbkey=mRNA","gene=LOC111127218","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=uncharacterized LOC111127218","transcript_id=XM_022472303.1","","",""
"88","XM_022475161.1","sp","Q86X10","RLGPB_HUMAN",43.63,1554,779,30,173,4744,1,1487,0,1105,"NC_035783.1","Gnomon","mRNA",20872496,20872497,".","-",".","ID=rna24557;Parent=gene14165;Dbxref=GeneID:111129079,Genbank:XM_022475161.1;Name=XM_022475161.1;gbkey=mRNA;gene=LOC111129079;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=ral GTPase-activating protein subunit beta-like%2C transcript variant X1;transcript_id=XM_022475161.1","NC_035783.1",20872495,20872497,"-",50,"ID=rna24557","Parent=gene14165","Dbxref=GeneID",111129079,"Genbank","Name=XM_022475161.1","gbkey=mRNA","gene=LOC111129079","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=ral GTPase-activating protein subunit beta-like%2C transcript variant X1","transcript_id=XM_022475161.1","","",""
"89","XM_022475162.1","sp","Q86X10","RLGPB_HUMAN",43.86,1546,779,30,173,4720,1,1487,0,1109,"NC_035783.1","Gnomon","mRNA",20872496,20872497,".","-",".","ID=rna24555;Parent=gene14165;Dbxref=GeneID:111129079,Genbank:XM_022475162.1;Name=XM_022475162.1;gbkey=mRNA;gene=LOC111129079;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=ral GTPase-activating protein subunit beta-like%2C transcript variant X2;transcript_id=XM_022475162.1","NC_035783.1",20872495,20872497,"-",50,"ID=rna24555","Parent=gene14165","Dbxref=GeneID",111129079,"Genbank","Name=XM_022475162.1","gbkey=mRNA","gene=LOC111129079","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=ral GTPase-activating protein subunit beta-like%2C transcript variant X2","transcript_id=XM_022475162.1","","",""
"90","XM_022475163.1","sp","Q86X10","RLGPB_HUMAN",44.05,1539,779,29,173,4699,1,1487,0,1115,"NC_035783.1","Gnomon","mRNA",20872496,20872497,".","-",".","ID=rna24554;Parent=gene14165;Dbxref=GeneID:111129079,Genbank:XM_022475163.1;Name=XM_022475163.1;gbkey=mRNA;gene=LOC111129079;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns;product=ral GTPase-activating protein subunit beta-like%2C transcript variant X3;transcript_id=XM_022475163.1","NC_035783.1",20872495,20872497,"-",50,"ID=rna24554","Parent=gene14165","Dbxref=GeneID",111129079,"Genbank","Name=XM_022475163.1","gbkey=mRNA","gene=LOC111129079","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=ral GTPase-activating protein subunit beta-like%2C transcript variant X3","transcript_id=XM_022475163.1","","",""
"91","XM_022475164.1","sp","Q86X10","RLGPB_HUMAN",44.04,1535,781,29,173,4687,1,1487,0,1115,"NC_035783.1","Gnomon","mRNA",20872496,20872497,".","-",".","ID=rna24556;Parent=gene14165;Dbxref=GeneID:111129079,Genbank:XM_022475164.1;Name=XM_022475164.1;gbkey=mRNA;gene=LOC111129079;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=ral GTPase-activating protein subunit beta-like%2C transcript variant X4;transcript_id=XM_022475164.1","NC_035783.1",20872495,20872497,"-",50,"ID=rna24556","Parent=gene14165","Dbxref=GeneID",111129079,"Genbank","Name=XM_022475164.1","gbkey=mRNA","gene=LOC111129079","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=ral GTPase-activating protein subunit beta-like%2C transcript variant X4","transcript_id=XM_022475164.1","","",""
"92","XM_022476200.1","sp","Q8K2C9","HACD3_MOUSE",35.29,374,221,7,18,1136,2,355,5e-70,234,"NC_035783.1","Gnomon","mRNA",50620751,50620752,".","-",".","ID=rna27697;Parent=gene16059;Dbxref=GeneID:111129730,Genbank:XM_022476200.1;Name=XM_022476200.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 1 base in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111129730;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 89%25 coverage of the annotated genomic feature by RNAseq alignments;product=very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase-like;transcript_id=XM_022476200.1","NC_035783.1",50620750,50620752,"+",51,"ID=rna27697","Parent=gene16059","Dbxref=GeneID",111129730,"Genbank","Name=XM_022476200.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111129730","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 89%25 coverage of the annotated genomic feature by RNAseq alignments","product=very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase-like","transcript_id=XM_022476200.1"
"93","XM_022476797.1","sp","Q6AY64","CF120_RAT",36.87,198,105,6,15,599,5,185,2e-27,115,"NC_035783.1","Gnomon","mRNA",18412976,18412977,".","-",".","ID=rna24213;Parent=gene13994;Dbxref=GeneID:111130100,Genbank:XM_022476797.1;Name=XM_022476797.1;gbkey=mRNA;gene=LOC111130100;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=UPF0669 protein v1g209471-like;transcript_id=XM_022476797.1","NC_035783.1",18412975,18412977,"+",51,"ID=rna24213","Parent=gene13994","Dbxref=GeneID",111130100,"Genbank","Name=XM_022476797.1","gbkey=mRNA","gene=LOC111130100","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=UPF0669 protein v1g209471-like","transcript_id=XM_022476797.1","","",""
"94","XM_022478474.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,7e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586687,36586688,".","+",".","ID=rna26353;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478474.1;Name=XM_022478474.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X1;transcript_id=XM_022478474.1","NC_035783.1",36586686,36586688,"-",51,"ID=rna26353","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478474.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X1","transcript_id=XM_022478474.1","","",""
"95","XM_022478474.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,7e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586660,36586661,".","+",".","ID=rna26353;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478474.1;Name=XM_022478474.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X1;transcript_id=XM_022478474.1","NC_035783.1",36586659,36586661,"-",50,"ID=rna26353","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478474.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X1","transcript_id=XM_022478474.1","","",""
"96","XM_022478474.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,7e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586660,36586661,".","+",".","ID=rna26353;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478474.1;Name=XM_022478474.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X1;transcript_id=XM_022478474.1","NC_035783.1",36586659,36586661,"+",57,"ID=rna26353","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478474.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X1","transcript_id=XM_022478474.1","","",""
"97","XM_022478476.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,6e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586660,36586661,".","+",".","ID=rna26354;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478476.1;Name=XM_022478476.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X2;transcript_id=XM_022478476.1","NC_035783.1",36586659,36586661,"+",57,"ID=rna26354","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478476.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X2","transcript_id=XM_022478476.1","","",""
"98","XM_022478476.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,6e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586660,36586661,".","+",".","ID=rna26354;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478476.1;Name=XM_022478476.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X2;transcript_id=XM_022478476.1","NC_035783.1",36586659,36586661,"-",50,"ID=rna26354","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478476.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X2","transcript_id=XM_022478476.1","","",""
"99","XM_022478476.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,6e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586687,36586688,".","+",".","ID=rna26354;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478476.1;Name=XM_022478476.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X2;transcript_id=XM_022478476.1","NC_035783.1",36586686,36586688,"-",51,"ID=rna26354","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478476.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X2","transcript_id=XM_022478476.1","","",""
"100","XM_022478477.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,5e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586660,36586661,".","+",".","ID=rna26355;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478477.1;Name=XM_022478477.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X3;transcript_id=XM_022478477.1","NC_035783.1",36586659,36586661,"+",57,"ID=rna26355","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478477.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X3","transcript_id=XM_022478477.1","","",""
"101","XM_022478477.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,5e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586660,36586661,".","+",".","ID=rna26355;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478477.1;Name=XM_022478477.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X3;transcript_id=XM_022478477.1","NC_035783.1",36586659,36586661,"-",50,"ID=rna26355","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478477.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X3","transcript_id=XM_022478477.1","","",""
"102","XM_022478477.1","sp","Q91ZR3","ZHANG_MOUSE",41.89,74,42,1,326,547,223,295,5e-07,55.5,"NC_035783.1","Gnomon","mRNA",36586687,36586688,".","+",".","ID=rna26355;Parent=gene15185;Dbxref=GeneID:111131102,Genbank:XM_022478477.1;Name=XM_022478477.1;gbkey=mRNA;gene=LOC111131102;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=uncharacterized LOC111131102%2C transcript variant X3;transcript_id=XM_022478477.1","NC_035783.1",36586686,36586688,"-",51,"ID=rna26355","Parent=gene15185","Dbxref=GeneID",111131102,"Genbank","Name=XM_022478477.1","gbkey=mRNA","gene=LOC111131102","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=uncharacterized LOC111131102%2C transcript variant X3","transcript_id=XM_022478477.1","","",""
"103","XM_022478554.1","sp","B2RZ50","CDKN3_RAT",49.21,191,97,0,103,675,9,199,2e-63,205,"NC_035783.1","Gnomon","mRNA",9557295,9557296,".","+",".","ID=rna23124;Parent=gene13410;Dbxref=GeneID:111131154,Genbank:XM_022478554.1;Name=XM_022478554.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 2 bases in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111131154;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=cyclin-dependent kinase inhibitor 3-like;transcript_id=XM_022478554.1","NC_035783.1",9557294,9557296,"+",-51,"ID=rna23124","Parent=gene13410","Dbxref=GeneID",111131154,"Genbank","Name=XM_022478554.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," deleted 2 bases in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111131154","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=cyclin-dependent kinase inhibitor 3-like","transcript_id=XM_022478554.1"
"104","XM_022478615.1","sp","Q8K190","SMDC1_MOUSE",34.18,158,84,8,58,504,34,180,6e-13,68.9,"NC_035783.1","Gnomon","mRNA",50319978,50319979,".","+",".","ID=rna27671;Parent=gene16042;Dbxref=GeneID:111131196,Genbank:XM_022478615.1;Name=XM_022478615.1;gbkey=mRNA;gene=LOC111131196;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=SAYSvFN domain-containing protein 1-like;transcript_id=XM_022478615.1","NC_035783.1",50319977,50319979,"+",-53,"ID=rna27671","Parent=gene16042","Dbxref=GeneID",111131196,"Genbank","Name=XM_022478615.1","gbkey=mRNA","gene=LOC111131196","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=SAYSvFN domain-containing protein 1-like","transcript_id=XM_022478615.1","","",""
"105","XM_022478615.1","sp","Q8K190","SMDC1_MOUSE",34.18,158,84,8,58,504,34,180,6e-13,68.9,"NC_035783.1","Gnomon","mRNA",50319695,50319696,".","+",".","ID=rna27671;Parent=gene16042;Dbxref=GeneID:111131196,Genbank:XM_022478615.1;Name=XM_022478615.1;gbkey=mRNA;gene=LOC111131196;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=SAYSvFN domain-containing protein 1-like;transcript_id=XM_022478615.1","NC_035783.1",50319694,50319696,"+",50,"ID=rna27671","Parent=gene16042","Dbxref=GeneID",111131196,"Genbank","Name=XM_022478615.1","gbkey=mRNA","gene=LOC111131196","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=SAYSvFN domain-containing protein 1-like","transcript_id=XM_022478615.1","","",""
"106","XM_022479385.1","sp","Q8IV20","LACC1_HUMAN",41.47,299,161,6,369,1256,142,429,2e-69,233,"NC_035783.1","Gnomon","mRNA",42859786,42859787,".","-",".","ID=rna27124;Parent=gene15666;Dbxref=GeneID:111131726,Genbank:XM_022479385.1;Name=XM_022479385.1;gbkey=mRNA;gene=LOC111131726;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns;product=laccase domain-containing protein 1-like%2C transcript variant X1;transcript_id=XM_022479385.1","NC_035783.1",42859785,42859787,"+",51,"ID=rna27124","Parent=gene15666","Dbxref=GeneID",111131726,"Genbank","Name=XM_022479385.1","gbkey=mRNA","gene=LOC111131726","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=laccase domain-containing protein 1-like%2C transcript variant X1","transcript_id=XM_022479385.1","","",""
"107","XM_022479751.1","sp","P47791","GSHR_MOUSE",62.28,464,160,4,85,1434,38,500,0,558,"NC_035784.1","Gnomon","mRNA",83442738,83442739,".","+",".","ID=rna38509;Parent=gene22188;Dbxref=GeneID:111132090,Genbank:XM_022479751.1;Name=XM_022479751.1;gbkey=mRNA;gene=LOC111132090;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 17 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns;product=glutathione reductase%2C mitochondrial-like;transcript_id=XM_022479751.1","NC_035784.1",83442737,83442739,"-",52,"ID=rna38509","Parent=gene22188","Dbxref=GeneID",111132090,"Genbank","Name=XM_022479751.1","gbkey=mRNA","gene=LOC111132090","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 17 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=glutathione reductase%2C mitochondrial-like","transcript_id=XM_022479751.1","","",""
"108","XM_022480319.1","sp","Q9R1R2","TRIM3_MOUSE",22.38,143,99,3,7,402,98,239,0.013,42,"NC_035784.1","Gnomon","mRNA",59399094,59399095,".","-",".","ID=rna35778;Parent=gene20717;Dbxref=GeneID:111132502,Genbank:XM_022480319.1;Name=XM_022480319.1;gbkey=mRNA;gene=LOC111132502;model_evidence=Supporting evidence includes similarity to: 1 Protein;product=uncharacterized LOC111132502;transcript_id=XM_022480319.1","NC_035784.1",59399093,59399095,"+",52,"ID=rna35778","Parent=gene20717","Dbxref=GeneID",111132502,"Genbank","Name=XM_022480319.1","gbkey=mRNA","gene=LOC111132502","model_evidence=Supporting evidence includes similarity to"," 1 Protein","product=uncharacterized LOC111132502","transcript_id=XM_022480319.1","","",""
