"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"825","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151427,59195113,"XM_022442894.1","Q96N23","CFA54_HUMAN",6e-51,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"826","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151428,59195113,"XM_022442896.1","Q96N23","CFA54_HUMAN",3e-43,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"827","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151427,59195113,"XM_022442894.1","Q96N23","CFA54_HUMAN",2e-57,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"828","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151428,59195113,"XM_022442896.1","Q96N23","CFA54_HUMAN",1e-57,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"829","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151427,59195113,"XM_022442894.1","Q96N23","CFA54_HUMAN",9e-108,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"830","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151427,59195113,"XM_022442894.1","Q96N23","CFA54_HUMAN",7e-144,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"831","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151428,59195113,"XM_022442897.1","Q96N23","CFA54_HUMAN",0,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"832","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151428,59195113,"XM_022442898.1","Q96N23","CFA54_HUMAN",6e-155,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"833","NC_035787.1",59175631,59175631,62.9644268774704,"+",5.29324017028666e-11,1.3271154946917e-09,59174735,59175675,59151427,59195113,"111107620",59151428,59195113,"XM_022442895.1","Q96N23","CFA54_HUMAN",6e-51,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"844","NC_035787.1",63698647,63698647,55.8712121212121,"+",9.31291514262114e-35,4.17142362967063e-32,63698549,63698852,63696187,63708962,"111107341",63696187,63708962,"XM_022442503.1","Q9R0T8","IKKE_MOUSE",6e-92,"inhibitor of nuclear factor kappa-B kinase subunit epsilon-like",NA,NA,NA,NA
"846","NC_035788.1",13021324,13021324,57.5867552909514,"+",6.21070064776747e-32,2.13137581015888e-29,13021292,13022001,12973932,13040233,"111114721",12973932,13040232,"XM_022453158.1","Q8I8U7","TRA1_DROME",0,"transformation/transcription domain-associated protein-like",NA,NA,NA,NA
"847","NC_035788.1",13021324,13021324,57.5867552909514,"+",6.21070064776747e-32,2.13137581015888e-29,13021292,13022001,12973932,13040233,"111114721",12973932,13040233,"XM_022453160.1","Q8I8U7","TRA1_DROME",0,"transformation/transcription domain-associated protein-like",NA,NA,NA,NA
"849","NC_035788.1",13021324,13021324,57.5867552909514,"+",6.21070064776747e-32,2.13137581015888e-29,13021292,13022001,12973932,13040233,"111114721",12973932,13040232,"XM_022453159.1","Q8I8U7","TRA1_DROME",0,"transformation/transcription domain-associated protein-like",NA,NA,NA,NA
"850","NC_035788.1",13021324,13021324,57.5867552909514,"+",6.21070064776747e-32,2.13137581015888e-29,13021292,13022001,12973932,13040233,"111114721",12973932,13040232,"XM_022453161.1","Q8I8U7","TRA1_DROME",0,"transformation/transcription domain-associated protein-like",NA,NA,NA,NA
"851","NC_035788.1",18651925,18651925,51.22665514427,"+",2.14893428339576e-19,1.74524245644753e-17,18651885,18652427,18644084,18653046,"111112701",18644084,18653046,"XM_022450429.1","Q2TBS2","RM21_BOVIN",2e-23,"39S ribosomal protein L21","GO:0003735; GO:0005743; GO:0005762","","mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]","structural constituent of ribosome [GO:0003735]"
"918","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257229,46288729,"XM_022451214.1","D3ZSI8","PI51A_RAT",9e-179,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"919","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257231,46296850,"XM_022451220.1","D3ZSI8","PI51A_RAT",2e-177,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"920","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257229,46288730,"XM_022451213.1","D3ZSI8","PI51A_RAT",2e-178,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"921","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46265448,46288731,"XM_022451218.1","D3ZSI8","PI51A_RAT",1e-127,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"922","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257231,46296850,"XM_022451223.1","D3ZSI8","PI51A_RAT",1e-177,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"923","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257229,46288729,"XM_022451216.1","D3ZSI8","PI51A_RAT",1e-178,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"924","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257230,46282718,"XM_022451227.1","D3ZSI8","PI51A_RAT",0,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"925","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257231,46296850,"XM_022451219.1","D3ZSI8","PI51A_RAT",1e-177,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"926","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257231,46296850,"XM_022451225.1","D3ZSI8","PI51A_RAT",1e-177,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"927","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257229,46288731,"XM_022451217.1","D3ZSI8","PI51A_RAT",4e-179,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"928","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257231,46296850,"XM_022451222.1","D3ZSI8","PI51A_RAT",1e-177,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"929","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257230,46288729,"XM_022451215.1","D3ZSI8","PI51A_RAT",2e-179,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"930","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257231,46296850,"XM_022451226.1","D3ZSI8","PI51A_RAT",1e-177,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"931","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257231,46296850,"XM_022451221.1","D3ZSI8","PI51A_RAT",1e-177,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"932","NC_035788.1",46282477,46282477,50.7542236524537,"+",2.52352377270892e-18,1.79422902724056e-16,46281951,46282593,46257229,46296850,"111113173",46257231,46296850,"XM_022451224.1","D3ZSI8","PI51A_RAT",1e-177,"phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like",NA,NA,NA,NA
"933","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48575261,"XM_022449424.1","O95613","PCNT_HUMAN",9e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"934","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449413.1","O95613","PCNT_HUMAN",5e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"935","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449415.1","O95613","PCNT_HUMAN",6e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"936","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449411.1","O95613","PCNT_HUMAN",2e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"937","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449417.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"939","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449408.1","O95613","PCNT_HUMAN",2e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"940","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48574135,"XM_022449422.1","O95613","PCNT_HUMAN",7e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"941","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48585859,"XM_022449420.1","O95613","PCNT_HUMAN",8e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"942","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48577476,"XM_022449426.1","O95613","PCNT_HUMAN",7e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"943","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449414.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"944","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449418.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"945","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48574751,"XM_022449423.1","O95613","PCNT_HUMAN",9e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"946","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48567849,"XM_022449425.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"948","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48577477,"XM_022449421.1","O95613","PCNT_HUMAN",9e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"949","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449409.1","O95613","PCNT_HUMAN",2e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"950","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449410.1","O95613","PCNT_HUMAN",1e-44,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"951","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449419.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"952","NC_035788.1",48520659,48520659,51.0240872595061,"+",7.81386484236583e-70,6.72235964358261e-66,48520309,48520677,48481134,48611604,"111112099",48481134,48611604,"XM_022449412.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"954","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48575261,"XM_022449424.1","O95613","PCNT_HUMAN",9e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"955","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449415.1","O95613","PCNT_HUMAN",6e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"956","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449417.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"957","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48577477,"XM_022449421.1","O95613","PCNT_HUMAN",9e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"958","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48574751,"XM_022449423.1","O95613","PCNT_HUMAN",9e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"959","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449410.1","O95613","PCNT_HUMAN",1e-44,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"961","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449412.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"962","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449414.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"963","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48567849,"XM_022449425.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"964","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48574135,"XM_022449422.1","O95613","PCNT_HUMAN",7e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"965","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48585859,"XM_022449420.1","O95613","PCNT_HUMAN",8e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"966","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48577476,"XM_022449426.1","O95613","PCNT_HUMAN",7e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"967","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449408.1","O95613","PCNT_HUMAN",2e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"968","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449413.1","O95613","PCNT_HUMAN",5e-43,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"969","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449411.1","O95613","PCNT_HUMAN",2e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"970","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449419.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"971","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449418.1","O95613","PCNT_HUMAN",1e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"972","NC_035788.1",48576354,48576354,55.1036833633179,"+",1.52245930590169e-39,1.03498361679696e-36,48576292,48577346,48481134,48611604,"111112099",48481134,48611604,"XM_022449409.1","O95613","PCNT_HUMAN",2e-42,"A-kinase anchor protein 9-like",NA,NA,NA,NA
"973","NC_035788.1",49531183,49531183,58.6824324324324,"+",4.92330999229396e-14,1.96688326532198e-12,49530768,49531758,49525827,49554137,"111114680",49525827,49554137,"XM_022453100.1","Q9P0U3","SENP1_HUMAN",2e-88,"sentrin-specific protease 1-like",NA,NA,NA,NA
"975","NC_035788.1",56154691,56154691,54.3772032902468,"+",5.39132044713663e-25,8.4809755149269e-23,56154677,56155050,56151820,56175438,"111115247",56151820,56175438,"XM_022453909.1","Q8K4F6","NSUN5_MOUSE",2e-75,"probable 28S rRNA (cytosine-C(5))-methyltransferase","GO:0003723; GO:0005634; GO:0005730; GO:0008168; GO:0070475","rRNA base methylation [GO:0070475]","nucleolus [GO:0005730]; nucleus [GO:0005634]","methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]"
"976","NC_035788.1",56161205,56161205,51.6440422322775,"+",3.506010175503e-16,1.86427087650471e-14,56157148,56167346,56151820,56175438,"111115247",56151820,56175438,"XM_022453909.1","Q8K4F6","NSUN5_MOUSE",2e-75,"probable 28S rRNA (cytosine-C(5))-methyltransferase","GO:0003723; GO:0005634; GO:0005730; GO:0008168; GO:0070475","rRNA base methylation [GO:0070475]","nucleolus [GO:0005730]; nucleus [GO:0005634]","methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]"
"977","NC_035788.1",56304984,56304984,57.1815718157181,"+",3.92802423608147e-18,2.72981714133834e-16,56304210,56305322,56298939,56305688,"111112119",56298939,56305688,"XM_022449456.1","Q5U3V9","SNF8_DANRE",2e-108,"vacuolar-sorting protein SNF8-like",NA,NA,NA,NA
"978","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59032430,59091607,"XM_022452909.1","Q8R205","ZC3HA_MOUSE",6e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"979","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59060608,59091607,"XM_022452915.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"980","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59032430,59091607,"XM_022452907.1","Q8R205","ZC3HA_MOUSE",6e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"981","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59069169,59091607,"XM_022452908.1","Q8R205","ZC3HA_MOUSE",2e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"982","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59056050,59091607,"XM_022452910.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"983","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59056721,59091607,"XM_022452912.1","Q8R205","ZC3HA_MOUSE",2e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"984","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59046300,59091607,"XM_022452911.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"985","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59068320,59091607,"XM_022452917.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"986","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59075067,59091607,"XM_022452916.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"987","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,59046520,59056049,59032430,59091607,"111114554",59072013,59091607,"XM_022452913.1","Q8R205","ZC3HA_MOUSE",5e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"988","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59032430,59091607,"XM_022452907.1","Q8R205","ZC3HA_MOUSE",6e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"989","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59075067,59091607,"XM_022452916.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"990","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59060608,59091607,"XM_022452915.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"991","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59046300,59091607,"XM_022452911.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"992","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59072013,59091607,"XM_022452913.1","Q8R205","ZC3HA_MOUSE",5e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"993","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59068320,59091607,"XM_022452917.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"994","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59056050,59091607,"XM_022452910.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
