"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMRchromosome","DMRstart","DMRend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","V20","Name","V22","V23","V24","V25","V26","V27","V28","V29","NA"
"170","XM_022478429.1","sp","Q9LGZ2","LCYD1_ORYSJ",28.1,427,253,12,88,1245,49,462,1e-39,154,"NC_035780.1","Gnomon","mRNA",802779,829369,".","-",".","ID=rna93;Parent=gene48;Dbxref=GeneID:111131074,Genbank:XM_022478429.1;Name=XM_022478429.1;gbkey=mRNA;gene=LOC111131074;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=hercynylcysteine sulfoxide lyase-like%2C transcript variant X2;transcript_id=XM_022478429.1","NC_035780.1",573700,573800,"DMR",52,-228979,"ID=rna93","Parent=gene48","Dbxref=GeneID",111131074,"Genbank","Name=XM_022478429.1","gbkey=mRNA","gene=LOC111131074","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=hercynylcysteine sulfoxide lyase-like%2C transcript variant X2","transcript_id=XM_022478429.1","","",""
"171","XM_022478436.1","sp","Q9LGZ2","LCYD1_ORYSJ",27.87,427,254,12,247,1404,49,462,7e-39,152,"NC_035780.1","Gnomon","mRNA",802779,809883,".","-",".","ID=rna94;Parent=gene48;Dbxref=GeneID:111131074,Genbank:XM_022478436.1;Name=XM_022478436.1;gbkey=mRNA;gene=LOC111131074;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=hercynylcysteine sulfoxide lyase-like%2C transcript variant X3;transcript_id=XM_022478436.1","NC_035780.1",573700,573800,"DMR",52,-228979,"ID=rna94","Parent=gene48","Dbxref=GeneID",111131074,"Genbank","Name=XM_022478436.1","gbkey=mRNA","gene=LOC111131074","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=hercynylcysteine sulfoxide lyase-like%2C transcript variant X3","transcript_id=XM_022478436.1","","",""
"172","XM_022478446.1","sp","Q9LGZ2","LCYD1_ORYSJ",27.87,427,254,12,249,1406,49,462,6e-39,152,"NC_035780.1","Gnomon","mRNA",831309,836828,".","-",".","ID=rna96;Parent=gene49;Dbxref=GeneID:111131094,Genbank:XM_022478446.1;Name=XM_022478446.1;gbkey=mRNA;gene=LOC111131094;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=hercynylcysteine sulfoxide lyase-like;transcript_id=XM_022478446.1","NC_035780.1",573700,573800,"DMR",52,-257509,"ID=rna96","Parent=gene49","Dbxref=GeneID",111131094,"Genbank","Name=XM_022478446.1","gbkey=mRNA","gene=LOC111131094","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=hercynylcysteine sulfoxide lyase-like","transcript_id=XM_022478446.1","","",""
"173","XM_022481470.1","sp","Q15256","PTPRR_HUMAN",39.03,556,298,13,405,2003,115,652,2e-104,353,"NC_035780.1","Gnomon","mRNA",315522,340261,".","+",".","ID=rna29;Parent=gene21;Dbxref=GeneID:111133260,Genbank:XM_022481470.1;Name=XM_022481470.1;gbkey=mRNA;gene=LOC111133260;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns;product=tyrosine-protein phosphatase non-receptor type 5-like;transcript_id=XM_022481470.1","NC_035780.1",571100,571200,"DMR",58,230840,"ID=rna29","Parent=gene21","Dbxref=GeneID",111133260,"Genbank","Name=XM_022481470.1","gbkey=mRNA","gene=LOC111133260","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=tyrosine-protein phosphatase non-receptor type 5-like","transcript_id=XM_022481470.1","","",""
"174","XM_022481713.1","sp","O43734","CIKS_HUMAN",29.47,190,117,5,1559,2125,383,556,2e-15,85.9,"NC_035780.1","Gnomon","mRNA",938662,951816,".","-",".","ID=rna111;Parent=gene62;Dbxref=GeneID:111133372,Genbank:XM_022481713.1;Name=XM_022481713.1;gbkey=mRNA;gene=LOC111133372;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns;product=uncharacterized LOC111133372%2C transcript variant X1;transcript_id=XM_022481713.1","NC_035780.1",573700,573800,"DMR",52,-364862,"ID=rna111","Parent=gene62","Dbxref=GeneID",111133372,"Genbank","Name=XM_022481713.1","gbkey=mRNA","gene=LOC111133372","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111133372%2C transcript variant X1","transcript_id=XM_022481713.1","","",""
"175","XM_022481722.1","sp","O43734","CIKS_HUMAN",29.47,190,117,5,1468,2034,383,556,2e-15,85.9,"NC_035780.1","Gnomon","mRNA",938662,947466,".","-",".","ID=rna112;Parent=gene62;Dbxref=GeneID:111133372,Genbank:XM_022481722.1;Name=XM_022481722.1;gbkey=mRNA;gene=LOC111133372;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=uncharacterized LOC111133372%2C transcript variant X2;transcript_id=XM_022481722.1","NC_035780.1",573700,573800,"DMR",52,-364862,"ID=rna112","Parent=gene62","Dbxref=GeneID",111133372,"Genbank","Name=XM_022481722.1","gbkey=mRNA","gene=LOC111133372","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=uncharacterized LOC111133372%2C transcript variant X2","transcript_id=XM_022481722.1","","",""
"176","XM_022482070.1","sp","P70419","GALT3_MOUSE",28.26,92,44,4,207,431,542,628,1.3,34.7,"NC_035780.1","Gnomon","mRNA",190449,193594,".","-",".","ID=rna11;Parent=gene10;Dbxref=GeneID:111133554,Genbank:XM_022482070.1;Name=XM_022482070.1;gbkey=mRNA;gene=LOC111133554;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=putative uncharacterized protein DDB_G0277407;transcript_id=XM_022482070.1","NC_035780.1",571100,571200,"DMR",58,377507,"ID=rna11","Parent=gene10","Dbxref=GeneID",111133554,"Genbank","Name=XM_022482070.1","gbkey=mRNA","gene=LOC111133554","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=putative uncharacterized protein DDB_G0277407","transcript_id=XM_022482070.1","","",""
"177","XM_022483684.1","sp","Q53G44","IF44L_HUMAN",33.11,453,266,11,97,1434,11,433,9e-59,207,"NC_035780.1","Gnomon","mRNA",2002152,2007805,".","-",".","ID=rna172;Parent=gene104;Dbxref=GeneID:111134552,Genbank:XM_022483684.1;Name=XM_022483684.1;gbkey=mRNA;gene=LOC111134552;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=interferon-induced protein 44-like%2C transcript variant X1;transcript_id=XM_022483684.1","NC_035780.1",1933500,1933600,"DMR",53,-68552,"ID=rna172","Parent=gene104","Dbxref=GeneID",111134552,"Genbank","Name=XM_022483684.1","gbkey=mRNA","gene=LOC111134552","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=interferon-induced protein 44-like%2C transcript variant X1","transcript_id=XM_022483684.1","","",""
"178","XM_022483689.1","sp","Q53G44","IF44L_HUMAN",32.53,455,266,10,242,1579,11,433,2e-58,207,"NC_035780.1","Gnomon","mRNA",2002152,2007598,".","-",".","ID=rna173;Parent=gene104;Dbxref=GeneID:111134552,Genbank:XM_022483689.1;Name=XM_022483689.1;gbkey=mRNA;gene=LOC111134552;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns;product=interferon-induced protein 44-like%2C transcript variant X2;transcript_id=XM_022483689.1","NC_035780.1",1933500,1933600,"DMR",53,-68552,"ID=rna173","Parent=gene104","Dbxref=GeneID",111134552,"Genbank","Name=XM_022483689.1","gbkey=mRNA","gene=LOC111134552","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns","product=interferon-induced protein 44-like%2C transcript variant X2","transcript_id=XM_022483689.1","","",""
"179","XM_022483701.1","sp","Q53G44","IF44L_HUMAN",32.74,452,269,11,84,1421,11,433,2e-58,207,"NC_035780.1","Gnomon","mRNA",2008426,2020602,".","-",".","ID=rna174;Parent=gene105;Dbxref=GeneID:111134566,Genbank:XM_022483701.1;Name=XM_022483701.1;gbkey=mRNA;gene=LOC111134566;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=interferon-induced protein 44-like%2C transcript variant X1;transcript_id=XM_022483701.1","NC_035780.1",1933500,1933600,"DMR",53,-74826,"ID=rna174","Parent=gene105","Dbxref=GeneID",111134566,"Genbank","Name=XM_022483701.1","gbkey=mRNA","gene=LOC111134566","model_evidence=Supporting evidence includes similarity to"," 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments","product=interferon-induced protein 44-like%2C transcript variant X1","transcript_id=XM_022483701.1","","",""
"180","XM_022483710.1","sp","Q53G44","IF44L_HUMAN",33.33,453,264,12,92,1426,11,433,2e-62,218,"NC_035780.1","Gnomon","mRNA",2008446,2013082,".","-",".","ID=rna175;Parent=gene105;Dbxref=GeneID:111134566,Genbank:XM_022483710.1;Name=XM_022483710.1;gbkey=mRNA;gene=LOC111134566;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=interferon-induced protein 44-like%2C transcript variant X2;transcript_id=XM_022483710.1","NC_035780.1",1933500,1933600,"DMR",53,-74846,"ID=rna175","Parent=gene105","Dbxref=GeneID",111134566,"Genbank","Name=XM_022483710.1","gbkey=mRNA","gene=LOC111134566","model_evidence=Supporting evidence includes similarity to"," 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=interferon-induced protein 44-like%2C transcript variant X2","transcript_id=XM_022483710.1","","",""
"181","XM_022484176.1","sp","Q5BJ29","FBXL7_MOUSE",25.19,393,250,7,4596,5732,117,479,9e-31,133,"NC_035780.1","Gnomon","mRNA",1940413,1952761,".","-",".","ID=rna161;Parent=gene99;Dbxref=GeneID:111134791,Genbank:XM_022484176.1;Name=XM_022484176.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 1 base in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111134791;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC111134791;transcript_id=XM_022484176.1","NC_035780.1",1933500,1933600,"DMR",53,-6813,"ID=rna161","Parent=gene99","Dbxref=GeneID",111134791,"Genbank","Name=XM_022484176.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111134791","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments","product=uncharacterized LOC111134791","transcript_id=XM_022484176.1"
"182","XM_022484972.1","sp","Q38PU2","GRIK3_MACFA",34.15,489,286,9,1326,2714,359,837,2e-77,277,"NC_035780.1","Gnomon","mRNA",511797,526500,".","-",".","ID=rna45;Parent=gene32;Dbxref=GeneID:111135169,Genbank:XM_022484972.1;Name=XM_022484972.1;gbkey=mRNA;gene=LOC111135169;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=glutamate receptor ionotropic%2C kainate 3-like%2C transcript variant X1;transcript_id=XM_022484972.1","NC_035780.1",571100,571200,"DMR",58,44601,"ID=rna45","Parent=gene32","Dbxref=GeneID",111135169,"Genbank","Name=XM_022484972.1","gbkey=mRNA","gene=LOC111135169","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=glutamate receptor ionotropic%2C kainate 3-like%2C transcript variant X1","transcript_id=XM_022484972.1","","",""
"183","XM_022484983.1","sp","Q38PU2","GRIK3_MACFA",34.15,489,286,9,1321,2709,359,837,2e-77,277,"NC_035780.1","Gnomon","mRNA",511797,526500,".","-",".","ID=rna44;Parent=gene32;Dbxref=GeneID:111135169,Genbank:XM_022484983.1;Name=XM_022484983.1;gbkey=mRNA;gene=LOC111135169;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=glutamate receptor ionotropic%2C kainate 3-like%2C transcript variant X2;transcript_id=XM_022484983.1","NC_035780.1",571100,571200,"DMR",58,44601,"ID=rna44","Parent=gene32","Dbxref=GeneID",111135169,"Genbank","Name=XM_022484983.1","gbkey=mRNA","gene=LOC111135169","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=glutamate receptor ionotropic%2C kainate 3-like%2C transcript variant X2","transcript_id=XM_022484983.1","","",""
"184","XM_022484999.1","sp","Q13002","GRIK2_HUMAN",29.86,432,263,8,1266,2489,428,843,4e-44,176,"NC_035780.1","Gnomon","mRNA",526525,542191,".","+",".","ID=rna46;Parent=gene33;Dbxref=GeneID:111135172,Genbank:XM_022484999.1;Name=XM_022484999.1;gbkey=mRNA;gene=LOC111135172;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=glutamate receptor ionotropic%2C kainate 2-like;transcript_id=XM_022484999.1","NC_035780.1",571100,571200,"DMR",58,28910,"ID=rna46","Parent=gene33","Dbxref=GeneID",111135172,"Genbank","Name=XM_022484999.1","gbkey=mRNA","gene=LOC111135172","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=glutamate receptor ionotropic%2C kainate 2-like","transcript_id=XM_022484999.1","","",""
"185","XM_022485071.1","sp","Q9IA11","HXD5_HETFR",78.82,85,17,1,1393,1644,157,241,2e-36,142,"NC_035780.1","Gnomon","mRNA",1630358,1641055,".","+",".","ID=rna143;Parent=gene84;Dbxref=GeneID:111135210,Genbank:XM_022485071.1;Name=XM_022485071.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 1 base in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111135210;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;product=homeobox protein Hox-C5-like;transcript_id=XM_022485071.1","NC_035780.1",1885000,1885100,"DMR",51,243946,"ID=rna143","Parent=gene84","Dbxref=GeneID",111135210,"Genbank","Name=XM_022485071.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111135210","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=homeobox protein Hox-C5-like","transcript_id=XM_022485071.1"
"186","XM_022486421.1","sp","Q8T940","UBX_JUNCO",75.79,95,20,2,583,861,133,226,2e-38,147,"NC_035780.1","Gnomon","mRNA",1449970,1456485,".","+",".","ID=rna136;Parent=gene77;Dbxref=GeneID:111135933,Genbank:XM_022486421.1;Name=XM_022486421.1;gbkey=mRNA;gene=LOC111135933;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns;product=homeobox protein Hox-B7-like;transcript_id=XM_022486421.1","NC_035780.1",1885000,1885100,"DMR",51,428516,"ID=rna136","Parent=gene77","Dbxref=GeneID",111135933,"Genbank","Name=XM_022486421.1","gbkey=mRNA","gene=LOC111135933","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns","product=homeobox protein Hox-B7-like","transcript_id=XM_022486421.1","","",""
"187","XM_022487886.1","sp","Q96RT7","GCP6_HUMAN",33.05,832,502,18,353,2743,3,814,5e-96,348,"NC_035780.1","Gnomon","mRNA",908503,921086,".","+",".","ID=rna107;Parent=gene59;Dbxref=GeneID:111136780,Genbank:XM_022487886.1;Name=XM_022487886.1;gbkey=mRNA;gene=LOC111136780;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=gamma-tubulin complex component 6-like%2C transcript variant X1;transcript_id=XM_022487886.1","NC_035780.1",573700,573800,"DMR",52,-334703,"ID=rna107","Parent=gene59","Dbxref=GeneID",111136780,"Genbank","Name=XM_022487886.1","gbkey=mRNA","gene=LOC111136780","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=gamma-tubulin complex component 6-like%2C transcript variant X1","transcript_id=XM_022487886.1","","",""
"188","XM_022487886.1","sp","Q96RT7","GCP6_HUMAN",46.91,388,201,3,3758,4912,1431,1816,6e-100,360,"NC_035780.1","Gnomon","mRNA",908503,921086,".","+",".","ID=rna107;Parent=gene59;Dbxref=GeneID:111136780,Genbank:XM_022487886.1;Name=XM_022487886.1;gbkey=mRNA;gene=LOC111136780;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=gamma-tubulin complex component 6-like%2C transcript variant X1;transcript_id=XM_022487886.1","NC_035780.1",573700,573800,"DMR",52,-334703,"ID=rna107","Parent=gene59","Dbxref=GeneID",111136780,"Genbank","Name=XM_022487886.1","gbkey=mRNA","gene=LOC111136780","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=gamma-tubulin complex component 6-like%2C transcript variant X1","transcript_id=XM_022487886.1","","",""
"189","XM_022487895.1","sp","Q96RT7","GCP6_HUMAN",32.97,831,503,17,37,2424,3,814,4e-97,351,"NC_035780.1","Gnomon","mRNA",908819,921086,".","+",".","ID=rna108;Parent=gene59;Dbxref=GeneID:111136780,Genbank:XM_022487895.1;Name=XM_022487895.1;gbkey=mRNA;gene=LOC111136780;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns;product=gamma-tubulin complex component 6-like%2C transcript variant X2;transcript_id=XM_022487895.1","NC_035780.1",573700,573800,"DMR",52,-335019,"ID=rna108","Parent=gene59","Dbxref=GeneID",111136780,"Genbank","Name=XM_022487895.1","gbkey=mRNA","gene=LOC111136780","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=gamma-tubulin complex component 6-like%2C transcript variant X2","transcript_id=XM_022487895.1","","",""
"190","XM_022487895.1","sp","Q96RT7","GCP6_HUMAN",46.91,388,201,3,3439,4593,1431,1816,3e-100,360,"NC_035780.1","Gnomon","mRNA",908819,921086,".","+",".","ID=rna108;Parent=gene59;Dbxref=GeneID:111136780,Genbank:XM_022487895.1;Name=XM_022487895.1;gbkey=mRNA;gene=LOC111136780;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns;product=gamma-tubulin complex component 6-like%2C transcript variant X2;transcript_id=XM_022487895.1","NC_035780.1",573700,573800,"DMR",52,-335019,"ID=rna108","Parent=gene59","Dbxref=GeneID",111136780,"Genbank","Name=XM_022487895.1","gbkey=mRNA","gene=LOC111136780","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=gamma-tubulin complex component 6-like%2C transcript variant X2","transcript_id=XM_022487895.1","","",""
"191","XM_022487906.1","sp","Q4V7N7","TMM18_XENLA",48.19,83,43,0,172,420,14,96,9e-14,70.9,"NC_035780.1","Gnomon","mRNA",921228,923103,".","-",".","ID=rna109;Parent=gene60;Dbxref=GeneID:111136794,Genbank:XM_022487906.1;Name=XM_022487906.1;gbkey=mRNA;gene=LOC111136794;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns;product=transmembrane protein 18-like;transcript_id=XM_022487906.1","NC_035780.1",573700,573800,"DMR",52,-347428,"ID=rna109","Parent=gene60","Dbxref=GeneID",111136794,"Genbank","Name=XM_022487906.1","gbkey=mRNA","gene=LOC111136794","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns","product=transmembrane protein 18-like","transcript_id=XM_022487906.1","","",""
"192","XM_022488366.1","sp","Q8TAQ2","SMRC2_HUMAN",88.41,69,8,0,2674,2880,879,947,8e-19,97.1,"NC_035780.1","Gnomon","mRNA",984471,995318,".","-",".","ID=rna117;Parent=gene66;Dbxref=GeneID:111137104,Genbank:XM_022488366.1;Name=XM_022488366.1;gbkey=mRNA;gene=LOC111137104;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 3 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments;product=SWI/SNF complex subunit SMARCC2-like;transcript_id=XM_022488366.1","NC_035780.1",573700,573800,"DMR",52,-410671,"ID=rna117","Parent=gene66","Dbxref=GeneID",111137104,"Genbank","Name=XM_022488366.1","gbkey=mRNA","gene=LOC111137104","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 3 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments","product=SWI/SNF complex subunit SMARCC2-like","transcript_id=XM_022488366.1","","",""
"193","XM_022488366.1","sp","Q8TAQ2","SMRC2_HUMAN",61.44,752,269,9,55,2283,4,743,0,874,"NC_035780.1","Gnomon","mRNA",984471,995318,".","-",".","ID=rna117;Parent=gene66;Dbxref=GeneID:111137104,Genbank:XM_022488366.1;Name=XM_022488366.1;gbkey=mRNA;gene=LOC111137104;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 3 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments;product=SWI/SNF complex subunit SMARCC2-like;transcript_id=XM_022488366.1","NC_035780.1",573700,573800,"DMR",52,-410671,"ID=rna117","Parent=gene66","Dbxref=GeneID",111137104,"Genbank","Name=XM_022488366.1","gbkey=mRNA","gene=LOC111137104","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 3 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments","product=SWI/SNF complex subunit SMARCC2-like","transcript_id=XM_022488366.1","","",""
"194","XM_022489874.1","sp","Q9VPW8","PINO_DROME",38.89,72,44,0,248,463,122,193,6e-13,71.2,"NC_035780.1","Gnomon","mRNA",671959,675504,".","+",".","ID=rna73;Parent=gene40;Dbxref=GeneID:111138070,Genbank:XM_022489874.1;Name=XM_022489874.1;gbkey=mRNA;gene=LOC111138070;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns;product=uncharacterized LOC111138070%2C transcript variant X1;transcript_id=XM_022489874.1","NC_035780.1",573700,573800,"DMR",52,-98159,"ID=rna73","Parent=gene40","Dbxref=GeneID",111138070,"Genbank","Name=XM_022489874.1","gbkey=mRNA","gene=LOC111138070","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns","product=uncharacterized LOC111138070%2C transcript variant X1","transcript_id=XM_022489874.1","","",""
"195","XM_022489880.1","sp","Q9VPW8","PINO_DROME",38.89,72,44,0,338,553,122,193,6e-13,71.2,"NC_035780.1","Gnomon","mRNA",671970,675504,".","+",".","ID=rna74;Parent=gene40;Dbxref=GeneID:111138070,Genbank:XM_022489880.1;Name=XM_022489880.1;gbkey=mRNA;gene=LOC111138070;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=uncharacterized LOC111138070%2C transcript variant X2;transcript_id=XM_022489880.1","NC_035780.1",573700,573800,"DMR",52,-98170,"ID=rna74","Parent=gene40","Dbxref=GeneID",111138070,"Genbank","Name=XM_022489880.1","gbkey=mRNA","gene=LOC111138070","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns","product=uncharacterized LOC111138070%2C transcript variant X2","transcript_id=XM_022489880.1","","",""
"196","XM_022490210.1","sp","Q9DCB4","ARP21_MOUSE",35.64,390,191,12,487,1545,132,498,4e-49,191,"NC_035780.1","Gnomon","mRNA",604924,622983,".","+",".","ID=rna51;Parent=gene37;Dbxref=GeneID:111138315,Genbank:XM_022490210.1;Name=XM_022490210.1;gbkey=mRNA;gene=LOC111138315;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=R3H domain-containing protein 1-like;transcript_id=XM_022490210.1","NC_035780.1",573700,573800,"DMR",52,-31124,"ID=rna51","Parent=gene37","Dbxref=GeneID",111138315,"Genbank","Name=XM_022490210.1","gbkey=mRNA","gene=LOC111138315","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=R3H domain-containing protein 1-like","transcript_id=XM_022490210.1","","",""
