"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","DMRchromosome","DMRstart","DMRend","DMRstrand","V5","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V11","mRNAstrand","V13","ID","Parent","Dbxref=GeneID","V17","V18","Name","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"399","XM_022481411.1","sp","Q96FN5","KIF12_HUMAN",43.55,287,131,4,2214,3068,209,466,1e-55,210,"NC_035784.1",2333200,2333300,"DMR",63,"NC_035784.1","Gnomon","mRNA",2321982,2334941,".","+",".","ID=rna29025","Parent=gene16838","Dbxref=GeneID",111133229,"Genbank","Name=XM_022481411.1","gbkey=mRNA","gene=LOC111133229","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=kinesin-like protein KIF12%2C transcript variant X9","transcript_id=XM_022481411.1","","",""
"400","XM_022481412.1","sp","Q9D2Z8","KIF12_MOUSE",44.47,479,226,7,799,2229,26,466,1e-109,367,"NC_035784.1",2333200,2333300,"DMR",63,"NC_035784.1","Gnomon","mRNA",2304949,2337112,".","+",".","ID=rna29017","Parent=gene16838","Dbxref=GeneID",111133229,"Genbank","Name=XM_022481412.1","gbkey=mRNA","gene=LOC111133229","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=kinesin-like protein KIF12%2C transcript variant X10","transcript_id=XM_022481412.1","","",""
"401","XM_022481413.1","sp","Q9D2Z8","KIF12_MOUSE",44.56,478,226,7,800,2227,26,466,7e-110,367,"NC_035784.1",2333200,2333300,"DMR",63,"NC_035784.1","Gnomon","mRNA",2304948,2337112,".","+",".","ID=rna29016","Parent=gene16838","Dbxref=GeneID",111133229,"Genbank","Name=XM_022481413.1","gbkey=mRNA","gene=LOC111133229","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=kinesin-like protein KIF12%2C transcript variant X11","transcript_id=XM_022481413.1","","",""
"402","XM_022481414.1","sp","Q9D2Z8","KIF12_MOUSE",44.94,474,226,6,798,2213,26,466,6e-112,373,"NC_035784.1",2333200,2333300,"DMR",63,"NC_035784.1","Gnomon","mRNA",2304950,2337112,".","+",".","ID=rna29018","Parent=gene16838","Dbxref=GeneID",111133229,"Genbank","Name=XM_022481414.1","gbkey=mRNA","gene=LOC111133229","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=kinesin-like protein KIF12%2C transcript variant X12","transcript_id=XM_022481414.1","","",""
"403","XM_022481415.1","sp","Q9D2Z8","KIF12_MOUSE",44.47,479,226,7,874,2304,26,466,2e-109,366,"NC_035784.1",2333200,2333300,"DMR",63,"NC_035784.1","Gnomon","mRNA",2301544,2337112,".","+",".","ID=rna29015","Parent=gene16838","Dbxref=GeneID",111133229,"Genbank","Name=XM_022481415.1","gbkey=mRNA","gene=LOC111133229","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=kinesin-like protein KIF12%2C transcript variant X13","transcript_id=XM_022481415.1","","",""
"404","XM_022481416.1","sp","Q9D2Z8","KIF12_MOUSE",44.47,479,226,7,505,1935,26,466,5e-110,367,"NC_035784.1",2333200,2333300,"DMR",63,"NC_035784.1","Gnomon","mRNA",2298250,2337112,".","+",".","ID=rna29014","Parent=gene16838","Dbxref=GeneID",111133229,"Genbank","Name=XM_022481416.1","gbkey=mRNA","gene=LOC111133229","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=kinesin-like protein KIF12%2C transcript variant X14","transcript_id=XM_022481416.1","","",""
"405","XM_022481417.1","sp","Q9D2Z8","KIF12_MOUSE",44.47,479,226,7,355,1785,26,466,3e-110,367,"NC_035784.1",2333200,2333300,"DMR",63,"NC_035784.1","Gnomon","mRNA",2306031,2337112,".","+",".","ID=rna29019","Parent=gene16838","Dbxref=GeneID",111133229,"Genbank","Name=XM_022481417.1","gbkey=mRNA","gene=LOC111133229","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=kinesin-like protein KIF12%2C transcript variant X15","transcript_id=XM_022481417.1","","",""
"406","XM_022482527.1","sp","G4WAW9","SELM_ERISI",57.55,106,45,0,164,481,24,129,3e-19,86.3,"NC_035784.1",22572200,22572300,"DMR",-54,"NC_035784.1","Gnomon","mRNA",22570303,22573170,".","-",".","ID=rna31337","Parent=gene18181","Dbxref=GeneID",111133836,"Genbank","Name=XM_022482527.1","gbkey=mRNA","gene=LOC111133836","model_evidence=Supporting evidence includes similarity to"," 2 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=selenoprotein M-like","transcript_id=XM_022482527.1","","",""
"407","XM_022482994.1","sp","Q5QNA6","SCRL2_ORYSJ",29.25,106,57,3,530,847,301,388,4.1,34.3,"NC_035784.1",20207200,20207300,"DMR",57,"NC_035784.1","Gnomon","mRNA",20194540,20214226,".","-",".","ID=rna31132","Parent=gene18054","Dbxref=GeneID",111134159,"Genbank","Name=XM_022482994.1","gbkey=mRNA","gene=LOC111134159","model_evidence=Supporting evidence includes similarity to"," 2 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=uncharacterized LOC111134159%2C transcript variant X1","transcript_id=XM_022482994.1","","",""
"408","XM_022482995.1","sp","Q5QNA6","SCRL2_ORYSJ",29.25,106,57,3,659,976,301,388,3.7,34.7,"NC_035784.1",20207200,20207300,"DMR",57,"NC_035784.1","Gnomon","mRNA",20194540,20213686,".","-",".","ID=rna31133","Parent=gene18054","Dbxref=GeneID",111134159,"Genbank","Name=XM_022482995.1","gbkey=mRNA","gene=LOC111134159","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns","product=uncharacterized LOC111134159%2C transcript variant X2","transcript_id=XM_022482995.1","","",""
"409","XM_022483043.1","sp","Q9JMB7","PIWL1_MOUSE",52.22,766,357,6,434,2728,105,862,0,884,"NC_035784.1",4618000,4618100,"DMR",-62,"NC_035784.1","Gnomon","mRNA",4607862,4628799,".","+",".","ID=rna29302","Parent=gene17012","Dbxref=GeneID",111134200,"Genbank","Name=XM_022483043.1","gbkey=mRNA","gene=LOC111134200","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=piwi-like protein 1%2C transcript variant X1","transcript_id=XM_022483043.1","","",""
"410","XM_022483045.1","sp","Q9JMB7","PIWL1_MOUSE",52.22,766,357,6,484,2778,105,862,0,884,"NC_035784.1",4618000,4618100,"DMR",-62,"NC_035784.1","Gnomon","mRNA",4608442,4628799,".","+",".","ID=rna29306","Parent=gene17012","Dbxref=GeneID",111134200,"Genbank","Name=XM_022483045.1","gbkey=mRNA","gene=LOC111134200","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=piwi-like protein 1%2C transcript variant X2","transcript_id=XM_022483045.1","","",""
"411","XM_022483046.1","sp","Q9JMB7","PIWL1_MOUSE",52.22,766,357,6,434,2728,105,862,0,884,"NC_035784.1",4618000,4618100,"DMR",-62,"NC_035784.1","Gnomon","mRNA",4608435,4628799,".","+",".","ID=rna29305","Parent=gene17012","Dbxref=GeneID",111134200,"Genbank","Name=XM_022483046.1","gbkey=mRNA","gene=LOC111134200","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=piwi-like protein 1%2C transcript variant X3","transcript_id=XM_022483046.1","","",""
"412","XM_022483047.1","sp","Q9JMB7","PIWL1_MOUSE",53.41,762,350,5,434,2716,105,862,0,904,"NC_035784.1",4618000,4618100,"DMR",-62,"NC_035784.1","Gnomon","mRNA",4607862,4628798,".","+",".","ID=rna29303","Parent=gene17012","Dbxref=GeneID",111134200,"Genbank","Name=XM_022483047.1","gbkey=mRNA","gene=LOC111134200","model_evidence=Supporting evidence includes similarity to"," 10 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=piwi-like protein 1%2C transcript variant X4","transcript_id=XM_022483047.1","","",""
"413","XM_022483048.1","sp","Q9JMB7","PIWL1_MOUSE",52.49,762,357,5,434,2716,105,862,0,889,"NC_035784.1",4618000,4618100,"DMR",-62,"NC_035784.1","Gnomon","mRNA",4607862,4628798,".","+",".","ID=rna29304","Parent=gene17012","Dbxref=GeneID",111134200,"Genbank","Name=XM_022483048.1","gbkey=mRNA","gene=LOC111134200","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 17 samples with support for all annotated introns","product=piwi-like protein 1%2C transcript variant X5","transcript_id=XM_022483048.1","","",""
"414","XM_022483459.1","sp","Q9EST3","4ET_MOUSE",65.22,23,8,0,990,1058,218,240,1.5,38.1,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234784,".","-",".","ID=rna35753","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483459.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X1","transcript_id=XM_022483459.1","","",""
"415","XM_022483459.1","sp","Q9EST3","4ET_MOUSE",50,40,13,2,1305,1412,304,340,3.5,37,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234784,".","-",".","ID=rna35753","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483459.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X1","transcript_id=XM_022483459.1","","",""
"416","XM_022483459.1","sp","Q9EST3","4ET_MOUSE",52.94,34,10,1,4269,4370,953,980,0.22,40.8,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234784,".","-",".","ID=rna35753","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483459.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X1","transcript_id=XM_022483459.1","","",""
"417","XM_022483459.1","sp","Q9EST3","4ET_MOUSE",42.86,105,57,3,375,689,29,130,1e-15,87.4,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234784,".","-",".","ID=rna35753","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483459.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X1","transcript_id=XM_022483459.1","","",""
"418","XM_022483460.1","sp","Q9EST3","4ET_MOUSE",65.22,23,8,0,987,1055,218,240,1.5,38.1,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234784,".","-",".","ID=rna35752","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483460.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X2","transcript_id=XM_022483460.1","","",""
"419","XM_022483460.1","sp","Q9EST3","4ET_MOUSE",50,40,13,2,1302,1409,304,340,3.4,37,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234784,".","-",".","ID=rna35752","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483460.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X2","transcript_id=XM_022483460.1","","",""
"420","XM_022483460.1","sp","Q9EST3","4ET_MOUSE",52.94,34,10,1,4266,4367,953,980,0.22,40.8,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234784,".","-",".","ID=rna35752","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483460.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X2","transcript_id=XM_022483460.1","","",""
"421","XM_022483460.1","sp","Q9EST3","4ET_MOUSE",42.86,105,57,3,375,689,29,130,1e-15,87.4,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234784,".","-",".","ID=rna35752","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483460.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X2","transcript_id=XM_022483460.1","","",""
"422","XM_022483461.1","sp","Q9EST3","4ET_MOUSE",50,40,13,2,1306,1413,304,340,3.5,37,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35751","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483461.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X3","transcript_id=XM_022483461.1","","",""
"423","XM_022483461.1","sp","Q9EST3","4ET_MOUSE",65.22,23,8,0,991,1059,218,240,1.5,38.1,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35751","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483461.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X3","transcript_id=XM_022483461.1","","",""
"424","XM_022483461.1","sp","Q9EST3","4ET_MOUSE",42.86,105,57,3,376,690,29,130,1e-15,87.4,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35751","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483461.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X3","transcript_id=XM_022483461.1","","",""
"425","XM_022483461.1","sp","Q9EST3","4ET_MOUSE",52.94,34,10,1,4267,4368,953,980,0.21,40.8,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35751","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483461.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X3","transcript_id=XM_022483461.1","","",""
"426","XM_022483462.1","sp","Q9EST3","4ET_MOUSE",42.86,105,57,3,376,690,29,130,1e-15,87.4,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35750","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483462.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X4","transcript_id=XM_022483462.1","","",""
"427","XM_022483462.1","sp","Q9EST3","4ET_MOUSE",52.94,34,10,1,4069,4170,953,980,0.24,40.8,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35750","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483462.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X4","transcript_id=XM_022483462.1","","",""
"428","XM_022483462.1","sp","Q9EST3","4ET_MOUSE",50,40,13,2,1306,1413,304,340,3.4,37,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35750","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483462.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X4","transcript_id=XM_022483462.1","","",""
"429","XM_022483462.1","sp","Q9EST3","4ET_MOUSE",65.22,23,8,0,991,1059,218,240,1.5,38.1,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35750","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483462.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X4","transcript_id=XM_022483462.1","","",""
"430","XM_022483463.1","sp","Q9EST3","4ET_MOUSE",42.86,105,57,3,376,690,29,130,1e-15,87.4,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35749","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483463.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X5","transcript_id=XM_022483463.1","","",""
"431","XM_022483463.1","sp","Q9EST3","4ET_MOUSE",50,40,13,2,1306,1413,304,340,3.4,37,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35749","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483463.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X5","transcript_id=XM_022483463.1","","",""
"432","XM_022483463.1","sp","Q9EST3","4ET_MOUSE",52.94,34,10,1,4066,4167,953,980,0.23,40.8,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35749","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483463.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X5","transcript_id=XM_022483463.1","","",""
"433","XM_022483463.1","sp","Q9EST3","4ET_MOUSE",65.22,23,8,0,991,1059,218,240,1.5,38.1,"NC_035784.1",59226700,59226800,"DMR",-55,"NC_035784.1","Gnomon","mRNA",59215569,59234785,".","-",".","ID=rna35749","Parent=gene20700","Dbxref=GeneID",111134449,"Genbank","Name=XM_022483463.1","gbkey=mRNA","gene=LOC111134449","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=eukaryotic translation initiation factor 4E transporter-like%2C transcript variant X5","transcript_id=XM_022483463.1","","",""
"434","XM_022483490.1","sp","Q460N5","PAR14_HUMAN",26.92,182,121,5,3835,4380,1217,1386,4e-07,60.1,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729253,83758289,".","-",".","ID=rna38530","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483490.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X1","transcript_id=XM_022483490.1","","",""
"435","XM_022483490.1","sp","Q460N5","PAR14_HUMAN",25.12,1083,666,34,3865,6933,802,1799,9e-65,249,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729253,83758289,".","-",".","ID=rna38530","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483490.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X1","transcript_id=XM_022483490.1","","",""
"436","XM_022483491.1","sp","Q460N5","PAR14_HUMAN",25.12,1083,666,34,3845,6913,802,1799,8e-65,249,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758273,".","-",".","ID=rna38535","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483491.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X2","transcript_id=XM_022483491.1","","",""
"437","XM_022483491.1","sp","Q460N5","PAR14_HUMAN",26.92,182,121,5,3815,4360,1217,1386,4e-07,60.1,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758273,".","-",".","ID=rna38535","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483491.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X2","transcript_id=XM_022483491.1","","",""
"438","XM_022483493.1","sp","Q460N5","PAR14_HUMAN",26.92,182,121,5,3833,4378,1217,1386,4e-07,60.1,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758290,".","-",".","ID=rna38532","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483493.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X3","transcript_id=XM_022483493.1","","",""
"439","XM_022483493.1","sp","Q460N5","PAR14_HUMAN",25.12,1083,666,34,3863,6931,802,1799,8e-65,249,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758290,".","-",".","ID=rna38532","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483493.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X3","transcript_id=XM_022483493.1","","",""
"440","XM_022483494.1","sp","Q460N5","PAR14_HUMAN",25.12,1075,668,33,3865,6909,802,1799,6e-65,249,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758289,".","-",".","ID=rna38534","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483494.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X4","transcript_id=XM_022483494.1","","",""
"441","XM_022483494.1","sp","Q460N5","PAR14_HUMAN",26.92,182,121,5,3835,4380,1217,1386,4e-07,59.7,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758289,".","-",".","ID=rna38534","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483494.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X4","transcript_id=XM_022483494.1","","",""
