chr,DMLB.start,DMLB.end,strand,pvalue,qvalue,meth.diff,Uniprot,Genbank,evalue,Product,GO
NC_035785.1,15055909,15055909,+,2.032438e-12,6.391151e-11,-30.06327,A9JTP3,XM_022432288.1,6e-74,baculoviral IAP repeat-containing protein 7-like,GO:0005634; GO:0005737; GO:0007275; GO:0031398; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0051865; GO:0061630; GO:1990001
NC_035782.1,69758376,69758376,+,0.003432886,0.01239521,11.06449,Q4L235,XM_022469832.1,0,acyl-CoA synthetase family member 4-like,GO:0005524; GO:0006631; GO:0016878; GO:0019482; GO:0043041
NC_035782.1,32620651,32620651,+,0.001721693,0.007028946,12.21031,P59055,XM_022469631.1,1e-56,cysteine/serine-rich nuclear protein 2-like,GO:0001228; GO:0003700; GO:0005634; GO:0006915; GO:0010923; GO:0043065; GO:0043565; GO:0045944
NC_035785.1,30201948,30201948,+,0.08506821,0.1459272,8.90611,Q8JHV9,XM_022432712.1,2e-42,baculoviral IAP repeat-containing protein 7-like,GO:0005737; GO:0007275; GO:0016740; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0051865
NC_035781.1,3520162,3520162,+,2.60578e-10,5.771636e-09,16.44491,P04183,XM_022462276.1,9e-79,thymidine kinase,GO:0004797; GO:0005524; GO:0005829; GO:0006139; GO:0006259; GO:0008270; GO:0042802; GO:0043097; GO:0046104; GO:0051289; GO:0071897
NC_035780.1,28502917,28502917,+,0.02355043,0.05673725,5.026455,Q98SH3,XM_022487818.1,2e-29,proteasomal ubiquitin receptor ADRM1-B-like,GO:0000502; GO:0005634; GO:0005737; GO:0006511; GO:0008541; GO:0043130; GO:0043248; GO:0061133; GO:0070628
NC_035781.1,47513484,47513484,+,1.100781e-08,1.807042e-07,30.14913,O70338,XM_022460609.1,3e-60,ribonuclease H1-like,GO:0000287; GO:0003676; GO:0004523; GO:0005634; GO:0005739; GO:0006264; GO:0042803; GO:0043137; GO:0090502
NC_035785.1,29389907,29389907,+,7.053908e-07,7.811285e-06,-24.53307,Q5BKL8,XM_022432204.1,3e-21,uncharacterized LOC111100394,GO:0005634; GO:0005737; GO:0007275; GO:0016055; GO:0031398; GO:0043027; GO:0043066; GO:0043154; GO:0045861; GO:0046872; GO:0061630; GO:0090263; GO:1990001
NC_035781.1,33551505,33551505,+,2.489925e-10,5.540108e-09,37.55549,P58283,XM_022462154.1,5e-89,E3 ubiquitin-protein ligase RNF216-like,GO:0005634; GO:0005654; GO:0005829; GO:0006915; GO:0032648; GO:0043161; GO:0046872; GO:0050691; GO:0061630; GO:0070936; GO:0098685; GO:0098843; GO:0098978; GO:0099546
NC_035783.1,14441508,14441508,+,2.818777e-10,6.205397e-09,-23.98998,Q9D0C1,XM_022477111.1,1e-54,E3 ubiquitin-protein ligase RNF115-like,GO:0004842; GO:0005737; GO:0005829; GO:0016567; GO:0042059; GO:0043162; GO:0046872; GO:0051865; GO:0061630; GO:0070534; GO:0070936
NC_035781.1,13378524,13378524,+,5.994286e-05,0.0004032782,9.457748,Q9CR86,XM_022462358.1,8e-38,calcium-regulated heat stable protein 1-like,GO:0000932; GO:0003730; GO:0005737; GO:0005829; GO:0043186; GO:0043488
NC_035780.1,44788655,44788655,+,3.751772e-07,4.424843e-06,-12.31305,Q3L1C9,XM_022457908.1,3e-163,double-stranded RNA-binding protein Staufen homolog,GO:0003729; GO:0032880; GO:0043005; GO:0043025; GO:0043204
NC_035785.1,30880991,30880991,+,4.094501e-07,4.788986e-06,12.00107,Q5U2P1,XM_022431627.1,3e-93,uncharacterized LOC111100040,GO:0005524; GO:0005886; GO:0010960; GO:0015095; GO:0016021; GO:0016323; GO:0022857; GO:0043231
NC_035783.1,14866543,14866543,+,3.429511e-14,1.397631e-12,-14.36122,Q80WT5,XM_022476625.1,1e-19,aftiphilin-like,GO:0005634; GO:0005737; GO:0005794; GO:0005829; GO:0015031; GO:0030121; GO:0030276; GO:0032588; GO:0043231; GO:0046907
NC_035781.1,52879528,52879528,+,0.004889482,0.01650448,8.08933,Q2KHY5,XM_022463800.1,3e-44,Fanconi anemia core complex-associated protein 24-like,GO:0003677; GO:0003682; GO:0036297; GO:0043240
NC_035783.1,6433026,6433026,+,1.960668e-16,1.080318e-14,-28.16001,Q8TDJ6,XM_022473223.1,0,dmX-like protein 2,GO:0005615; GO:0007035; GO:0008021; GO:0017137; GO:0030054; GO:0030672; GO:0043291
NC_035783.1,6538282,6538282,+,0.3415604,0.371835,-2.957976,Q96NE9,XM_022477028.1,3e-64,protein expanded-like,GO:0003383; GO:0005737; GO:0005856; GO:0005886; GO:0031032; GO:0032970; GO:0034613; GO:0043296
NC_035787.1,23068604,23068604,+,5.74607e-08,8.113126e-07,-33.84615,Q3U2S4,XM_022445564.1,6e-92,OTU domain-containing protein 5-A-like,GO:0004843; GO:0016579; GO:0031647; GO:0032496; GO:0043161; GO:0043374; GO:0061578; GO:0070536; GO:0071108; GO:0072540; GO:0072607; GO:0072619; GO:0101005; GO:1905077; GO:1990380; GO:2000316
NC_035784.1,26441964,26441964,+,1.950502e-07,2.450466e-06,-13.28884,P87362,XM_022430545.1,9e-178,bleomycin hydrolase-like,GO:0004177; GO:0004197; GO:0005737; GO:0008234; GO:0009636; GO:0042493; GO:0042802; GO:0043418
NC_035785.1,14598067,14598067,+,7.514342e-22,8.215409e-20,55.85586,Q8UVD9,XM_022432238.1,5e-23,uncharacterized LOC111100403,GO:0003730; GO:0005634; GO:0005737; GO:0006355; GO:0008298; GO:0010586; GO:0035925; GO:0043488; GO:0045019; GO:0051028; GO:0061014; GO:0061158; GO:0071345
NC_035780.1,51151893,51151893,+,0.004135005,0.01441629,13.02841,P57081,XM_022438475.1,9e-36,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wdr4-like,GO:0005634; GO:0005654; GO:0005829; GO:0006400; GO:0043527; GO:0106004
NC_035786.1,49056852,49056852,+,1.050776e-57,3.404656e-54,-57.30391,Q29RL2,XM_022439306.1,2e-13,cysteine and histidine-rich domain-containing protein 1-like,GO:0005524; GO:0008270; GO:0010824; GO:0043531; GO:0051879; GO:0061077; GO:1900034; GO:2000299
NC_035783.1,14868966,14868966,+,8.576245e-12,2.444244e-10,30.67428,Q5ZLL7,XM_022478953.1,7e-99,WD repeat-containing protein 91-like,GO:0005829; GO:0031313; GO:0031901; GO:0031902; GO:0035014; GO:0043551; GO:0045022
NC_035782.1,54950231,54950231,+,0.0167182,0.04361816,-14.53152,Q63665,XM_022469696.1,1e-78,upstream stimulatory factor 2-like,GO:0000978; GO:0003690; GO:0003700; GO:0005634; GO:0042803; GO:0043565; GO:0045944; GO:0046982
NC_035780.1,23597615,23597615,+,2.397616e-09,4.457394e-08,26.17316,Q96IG2,XM_022489750.1,0,F-box/LRR-repeat protein 2-like,GO:0000209; GO:0001662; GO:0005829; GO:0006511; GO:0019005; GO:0031146; GO:0043687; GO:0098685; GO:0098793; GO:0098978; GO:0099575; GO:2000300
NC_035783.1,20916178,20916178,+,4.349196e-07,5.056067e-06,20.5386,Q0VD27,XM_022478975.1,1e-80,enolase-phosphatase E1-like,GO:0000287; GO:0005634; GO:0005737; GO:0019284; GO:0019509; GO:0043715; GO:0043716; GO:0043874
NC_035784.1,61966707,61966707,+,3.91839e-13,1.373806e-11,27.28267,Q8R3B7,XM_022489612.1,4e-51,bromodomain-containing protein 8-like,GO:0000812; GO:0005654; GO:0005739; GO:0035267; GO:0040008; GO:0043967; GO:0043968; GO:0045944
NC_035786.1,7322980,7322980,+,4.977835e-07,5.714716e-06,-27.32965,Q2VPQ9,XM_022435213.1,6e-33,chromatin modification-related protein MEAF6-like,GO:0000776; GO:0000777; GO:0005730; GO:0035267; GO:0043968; GO:0043972; GO:0043981; GO:0043982; GO:0043983; GO:0044154; GO:0070776; GO:1990467; GO:1990468
NC_035783.1,19223267,19223267,+,1.020348e-16,5.850773e-15,-40.32114,Q86UY6,XM_022474677.1,7e-65,N-alpha-acetyltransferase 40-like,GO:0005634; GO:0005737; GO:0006474; GO:0006629; GO:0010485; GO:0043967; GO:0043968; GO:0043998; GO:0061187; GO:1990189
NC_035780.1,38049267,38049267,+,2.577671e-07,3.150464e-06,15.00975,Q8R3J4,XM_022456099.1,3e-43,transcription termination factor 3,GO:0003690; GO:0005654; GO:0005739; GO:0006390; GO:0032543; GO:0044212; GO:0045892; GO:0061668
NC_035782.1,56992717,56992717,+,0.02555218,0.06039872,6.682357,P41105,XM_022470420.1,2e-46,60S ribosomal protein L28-like,GO:0003735; GO:0006412; GO:0022625; GO:0030425; GO:0036464; GO:0044297
NC_035784.1,54364223,54364223,+,0.02154767,0.05297532,10.18535,Q6PC78,XM_022489902.1,2e-61,E3 ubiquitin-protein ligase RNF185-like,GO:0005741; GO:0006511; GO:0006914; GO:0016021; GO:0036513; GO:0044390; GO:0046872; GO:0061630; GO:0071712
NC_035788.1,86676161,86676161,+,2.729098e-05,0.0002022948,16.21662,Q4G0U5,XM_022447309.1,0,cilia- and flagella-associated protein 221-like,GO:0003341; GO:0005516; GO:0005929; GO:0005930; GO:0044458; GO:0060271
NC_035782.1,58312152,58312152,+,0.0001628635,0.0009587973,7.84862,Q14094,XM_022466695.1,2e-53,cyclin-I-like,GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0006468; GO:0007283; GO:0016538; GO:0019901; GO:0044772
NC_035780.1,49579152,49579152,+,6.033217e-11,1.496996e-09,29.87111,Q96AE7,XM_022458984.1,4e-146,tetratricopeptide repeat protein 17-like,GO:0005737; GO:0005829; GO:0005886; GO:0015629; GO:0030041; GO:0044782
NC_035780.1,63834774,63834774,+,2.041717e-08,3.16725e-07,-36.38596,Q5F352,XM_022487006.1,4e-94,GTPase HRas,GO:0000139; GO:0001938; GO:0003924; GO:0005525; GO:0005886; GO:0007265; GO:0019003; GO:0044877
NC_035786.1,26553799,26553799,+,0.031964,0.07147272,4.782671,Q96SZ6,XM_022435828.1,0,CDK5 regulatory subunit-associated protein 1-like,GO:0005739; GO:0007420; GO:0019901; GO:0035597; GO:0044877; GO:0045664; GO:0045736; GO:0045903; GO:0046872; GO:0051539; GO:0070131; GO:0070900
NC_035782.1,69484272,69484272,+,0.004560216,0.01560403,11.5761,B0V207,XM_022468504.1,6e-34,FTS and Hook-interacting protein-like,GO:0005829; GO:0007032; GO:0007040; GO:0008333; GO:0015031; GO:0045022; GO:0070695
NC_035780.1,43188057,43188057,+,5.51309e-12,1.618382e-10,-27.36042,Q3UCV8,XM_022442879.1,8e-56,uncharacterized LOC111107600,GO:0002040; GO:0004843; GO:0005737; GO:0008234; GO:0010803; GO:0016055; GO:0032088; GO:0045087; GO:0050728; GO:0060828; GO:0070431; GO:1990108
NC_035781.1,33357601,33357601,+,2.577081e-12,7.962314e-11,-49.38312,A2A870,XM_022457464.1,1e-68,fas-binding factor 1-like,GO:0000922; GO:0005813; GO:0005814; GO:0036064; GO:0043296; GO:0043297; GO:0045095; GO:0060271; GO:0090162; GO:0097539
NC_035784.1,74860247,74860247,+,0.008079983,0.02467064,10.33989,Q9Y227,XM_022485552.1,5e-155,ectonucleoside triphosphate diphosphohydrolase 4-like,GO:0000139; GO:0006256; GO:0030173; GO:0031410; GO:0034656; GO:0045134; GO:0097637
NC_035784.1,13580658,13580658,+,0.03177662,0.07115448,-5.692562,P59114,XM_022487399.1,0,phosphorylated CTD-interacting factor 1-like,GO:0005634; GO:0005654; GO:0010923; GO:0015630; GO:0016422; GO:0045171; GO:0045727; GO:0080009; GO:0099122; GO:1904047
NC_035781.1,41422579,41422579,+,1.085617e-10,2.580272e-09,42.0904,P58365,XM_022463755.1,8e-58,cadherin-23-like,GO:0005509; GO:0005886; GO:0005911; GO:0007156; GO:0007605; GO:0007626; GO:0016021; GO:0032420; GO:0045177; GO:0047485; GO:0060122; GO:0098609
NC_035781.1,2489149,2489149,+,1.044672e-29,2.77272e-27,-33.77178,B4F785,XM_022459004.1,5e-147,uncharacterized LOC111119145,GO:0005509; GO:0005604; GO:0009887; GO:0009888; GO:0016477; GO:0030054; GO:0034446; GO:0045202
NC_035781.1,2832907,2832907,+,1.874217e-13,6.899794e-12,-21.5416,Q18PE1,XM_022459031.1,1e-36,uncharacterized LOC111119156,GO:0005634; GO:0005654; GO:0005739; GO:0005886; GO:0008289; GO:0019901; GO:0030054; GO:0045202; GO:0061098
NC_035780.1,7543204,7543204,+,0.01546375,0.0410365,-8.898367,P09628,XM_022447556.1,1e-17,acetylcholine receptor subunit beta-like 1,GO:0004888; GO:0016021; GO:0022848; GO:0030054; GO:0045211
NC_035787.1,49945162,49945162,+,4.190038e-34,1.753984e-31,-33.67677,Q7Z7J7,XM_022441648.1,3e-57,lipoma HMGIC fusion partner-like 3 protein,GO:0016021; GO:0030054; GO:0030425; GO:0045211; GO:0050811; GO:0060077; GO:0097112; GO:1905702
NC_035780.1,23240445,23240445,+,2.77416e-10,6.11257e-09,-30.81239,Q8BKZ9,XM_022467700.1,6e-114,pyruvate dehydrogenase protein X component,GO:0005739; GO:0005759; GO:0016746; GO:0034604; GO:0045254; GO:0061732
NC_035784.1,16703945,16703945,+,7.088187e-07,7.846109e-06,24.35185,Q5ZML3,XM_022487290.1,9e-74,serine/arginine-rich splicing factor 1A-like,GO:0000381; GO:0003723; GO:0005634; GO:0005737; GO:0016607; GO:0045292
NC_035783.1,34647145,34647145,+,7.060548e-09,1.204636e-07,-22.7487,Q8VE97,XM_022475605.1,1e-80,serine/arginine-rich splicing factor 5-like,GO:0000381; GO:0002244; GO:0003723; GO:0005634; GO:0016607; GO:0045292; GO:0048025; GO:1990825
NC_035782.1,47551176,47551176,+,4.108999e-08,5.993311e-07,19.63737,Q6ZWJ1,XM_022467492.1,2e-72,syntaxin-binding protein 4-like,GO:0006605; GO:0006974; GO:0008286; GO:0010827; GO:0010838; GO:0019905; GO:0045335; GO:0050821; GO:0061178; GO:0070062; GO:0071346; GO:1902808
NC_035781.1,29715095,29715095,+,6.821125e-07,7.581775e-06,16.76949,P54802,XM_022459293.1,0,alpha-N-acetylglucosaminidase-like,GO:0004561; GO:0005764; GO:0006027; GO:0007040; GO:0007399; GO:0021680; GO:0042474; GO:0043202; GO:0045475; GO:0046548; GO:0060119; GO:0070062
NC_035784.1,48608845,48608845,+,5.619701e-22,6.250831e-20,-29.51051,Q7K556,XM_022486708.1,1e-157,TRPL translocation defect protein 14-like,GO:0005525; GO:0005829; GO:0015031; GO:0035091; GO:0045494; GO:0070300
NC_035781.1,56949449,56949449,+,1.351618e-14,5.822096e-13,-45.64119,Q4V8G4,XM_022460530.1,0,WD repeat-containing protein 78-like,GO:0002244; GO:0003341; GO:0005858; GO:0007018; GO:0045503; GO:0045504
NC_035784.1,3492942,3492942,+,1.191757e-19,9.937562e-18,32.78988,Q96CS7,XM_022480852.1,2e-13,pleckstrin homology domain-containing family B member 2-like,GO:0005547; GO:0016021; GO:0045595; GO:0055038
NC_035780.1,55406346,55406346,+,0.5550217,0.4995457,-2.949518,Q6ZZY0,XM_022479682.1,0,cryptochrome-1-like,GO:0000166; GO:0005634; GO:0005829; GO:0007623; GO:0009416; GO:0009881; GO:0018298; GO:0042622; GO:0045721; GO:0097381
NC_035783.1,11986533,11986533,+,6.628307e-14,2.599338e-12,-21.73541,O77237,XM_022476417.1,3e-173,protein pellino-like,GO:0002225; GO:0004842; GO:0005829; GO:0008063; GO:0009898; GO:0019207; GO:0045087; GO:0045751; GO:0045752; GO:0061630; GO:0070936; GO:1900425; GO:1905035
NC_035780.1,34499567,34499567,+,0.001836217,0.007408365,13.67514,Q6DDJ3,XM_022475900.1,5e-133,differentially expressed in FDCP 8 homolog A-like,GO:0032418; GO:0035556; GO:0045780; GO:0046872; GO:1900029
NC_035786.1,25789408,25789408,+,0.0007034691,0.003329137,-11.30355,Q96GD3,XM_022438392.1,3e-148,polycomb protein SCMH1-like,GO:0005654; GO:0006338; GO:0007283; GO:0009952; GO:0010369; GO:0016458; GO:0045892
NC_035782.1,58677854,58677854,+,0.09985272,0.163533,1.677574,P51397,XM_022470810.1,1e-11,death-associated protein 1-like,GO:0006914; GO:0006915; GO:0006919; GO:0010507; GO:0032088; GO:0034198; GO:0045892; GO:0070513; GO:0097190
NC_035787.1,31022212,31022212,+,4.367347e-14,1.758856e-12,30.42291,P55201,XM_022442169.1,0,peregrin-like,GO:0003677; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0043966; GO:0043972; GO:0045893; GO:0046872; GO:0070776; GO:1901796
NC_035782.1,51245835,51245835,+,7.248953e-06,6.255774e-05,16.01329,Q5XI68,XM_022466274.1,2e-53,protein Dr1-like,GO:0000122; GO:0001047; GO:0003714; GO:0005671; GO:0006338; GO:0017025; GO:0017054; GO:0045898; GO:0045944; GO:0046982
NC_035784.1,53479895,53479895,+,1.445272e-06,1.489391e-05,-12.56659,Q0P5H9,XM_022481990.1,3e-153,tetratricopeptide repeat protein 5-like,GO:0003677; GO:0003682; GO:0005654; GO:0005737; GO:0006281; GO:0045944
NC_035788.1,56615312,56615312,+,9.167e-34,3.691344e-31,37.15045,O54826,XM_022454700.1,8e-15,protein AF-10-like,GO:0003682; GO:0005634; GO:0005654; GO:0005829; GO:0031491; GO:0032991; GO:0042393; GO:0045944; GO:0046872
NC_035785.1,36660155,36660155,+,1.579011e-07,2.029509e-06,-12.63374,P31401,XM_022433297.1,0,V-type proton ATPase subunit B,GO:0005524; GO:0015991; GO:0016787; GO:0033180; GO:0046034
NC_035781.1,41369531,41369531,+,2.43431e-08,3.715962e-07,-13.35054,D2XV59,XM_022460102.1,0,GTP-binding protein 1-like,GO:0000177; GO:0003746; GO:0003924; GO:0005525; GO:0005829; GO:0006414; GO:0046039; GO:0061014
NC_035780.1,47216313,47216313,+,0.0008564678,0.003928817,-3.614458,Q9XYM0,XM_022457576.1,7e-79,adapter molecule Crk-like,GO:0006911; GO:0007298; GO:0007520; GO:0030971; GO:0032956; GO:0043087; GO:0046330; GO:0046529; GO:0048010; GO:0048013
NC_035783.1,16810366,16810366,+,1.195474e-55,3.01272e-52,-44.76949,Q6NVP8,XM_022473819.1,0,alpha-(1,GO:0006487; GO:0008424; GO:0016021; GO:0017124; GO:0018279; GO:0032580; GO:0033578; GO:0036071; GO:0046368; GO:0046921
NC_035789.1,22658230,22658230,+,0.0008658299,0.003964619,-17.21379,P00377,XM_022456347.1,1e-50,dihydrofolate reductase-like,GO:0003729; GO:0004146; GO:0005737; GO:0005739; GO:0006730; GO:0008144; GO:0031427; GO:0046452; GO:0046653; GO:0046654; GO:0046655; GO:0050661
NC_035780.1,14361962,14361962,+,0.6380645,0.5414954,1.763836,Q922J9,XM_022446711.1,0,fatty acyl-CoA reductase 1-like,GO:0005777; GO:0005779; GO:0008611; GO:0010025; GO:0035336; GO:0046474; GO:0080019; GO:0102965
NC_035788.1,21694699,21694699,+,8.54042e-06,7.242778e-05,19.50912,Q9D6K9,XM_022448434.1,4e-101,ceramide synthase 5-like,GO:0003677; GO:0005783; GO:0005789; GO:0016021; GO:0030148; GO:0031965; GO:0046513; GO:0050291
NC_035784.1,47187306,47187306,+,0.0003722183,0.001943146,-7.407869,Q7ZVE6,XM_022484742.1,0,KDEL motif-containing protein 1-like,GO:0005788; GO:0018242; GO:0030158; GO:0035251; GO:0035252; GO:0046527
NC_035786.1,7419015,7419015,+,1.74063e-05,0.0001364343,-12.54545,Q9LJN4,XM_022436818.1,2e-105,probable beta-D-xylosidase 5,GO:0005576; GO:0005618; GO:0009044; GO:0009505; GO:0031222; GO:0045493; GO:0046556
NC_035788.1,12777174,12777174,+,0.001433493,0.006036876,30.40029,P00378,XM_022453220.1,5e-27,dihydrofolate reductase-like,GO:0003729; GO:0004146; GO:0005739; GO:0006730; GO:0008144; GO:0031427; GO:0046452; GO:0046653; GO:0046654; GO:0046655; GO:0050661
NC_035784.1,8103039,8103039,+,1.141537e-08,1.867435e-07,13.53374,Q9I7F7,XM_022486570.1,5e-177,tyrosine-protein kinase PR2-like,GO:0004713; GO:0004715; GO:0005524; GO:0006468; GO:0008258; GO:0031034; GO:0046664
NC_035784.1,2353185,2353185,+,1.486844e-62,7.402301e-59,-42.58555,O08662,XM_022486627.1,0,phosphatidylinositol 4-kinase alpha-like,GO:0004430; GO:0005524; GO:0005737; GO:0005886; GO:0016020; GO:0030660; GO:0046854; GO:0048015
NC_035786.1,19557219,19557219,+,4.030877e-09,7.187429e-08,-18.96269,Q4R3G4,XM_022437263.1,2e-33,RING finger protein 17-like,GO:0005634; GO:0005737; GO:0007275; GO:0007283; GO:0030154; GO:0046872
NC_035785.1,4515156,4515156,+,1.571043e-05,0.0001246375,-14.56607,Q28559,XM_022432509.1,5e-21,acetyl-CoA carboxylase 1-like,GO:0003989; GO:0004075; GO:0005524; GO:0005829; GO:0006084; GO:0006633; GO:0046872; GO:0051289; GO:2001295
NC_035783.1,31741615,31741615,+,0.0008573778,0.003932557,-10.13185,Q5R546,XM_022477699.1,0,ATP synthase subunit alpha,GO:0005524; GO:0005753; GO:0005886; GO:0015986; GO:0045261; GO:0046933
NC_035788.1,71674026,71674026,+,0.0001953309,0.001120561,6.60759,Q05825,XM_022452973.1,0,ATP synthase subunit beta,GO:0000275; GO:0005524; GO:0005739; GO:0015986; GO:0046933; GO:0046961; GO:1902600
NC_035789.1,10169391,10169391,+,2.36317e-08,3.617051e-07,22.9852,Q00420,XM_022456807.1,2e-72,GA-binding protein subunit beta-1-like,GO:0005634; GO:0005654; GO:0036464; GO:0044212; GO:0045944; GO:0046982
NC_035782.1,62476015,62476015,+,9.05435e-06,7.632252e-05,18.17751,Q28HC6,XM_022469618.1,0,queuine tRNA-ribosyltransferase catalytic subunit 1-like,GO:0005741; GO:0008479; GO:0042803; GO:0046872; GO:0046982; GO:0101030
NC_035781.1,61442647,61442647,+,0.1515792,0.2181005,9.250585,Q5XIN7,XM_022462171.1,0,protein O-linked-mannose beta-1,GO:0006493; GO:0008375; GO:0016021; GO:0016266; GO:0030145; GO:0030173; GO:0047223
NC_035780.1,62655596,62655596,+,2.971173e-22,3.425505e-20,-43.40906,Q91ZH7,XM_022482330.1,1e-128,phospholipase ABHD3-like,GO:0004623; GO:0008970; GO:0016021; GO:0016298; GO:0034338; GO:0044255; GO:0046470; GO:0047372; GO:0051792; GO:0051793; GO:0052739; GO:0052740; GO:0102567; GO:0102568
NC_035784.1,39698529,39698529,+,5.691286e-16,2.94773e-14,18.8254,Q8BTI8,XM_022480166.1,2e-39,serine/arginine repetitive matrix protein 2-like,GO:0000398; GO:0005634; GO:0015030; GO:0016607; GO:0047485; GO:0070742; GO:0071005; GO:0071007
NC_035784.1,62028755,62028755,+,0.001071365,0.004741962,8.373016,Q9VFI9,XM_022484124.1,0,cGMP-specific 3',GO:0005886; GO:0007165; GO:0016020; GO:0016324; GO:0032240; GO:0046068; GO:0046872; GO:0047555
NC_035780.1,2771057,2771057,+,2.615075e-11,6.900435e-10,15.97881,O95479,XM_022488024.1,1e-176,GDH/6PGL endoplasmic bifunctional protein-like,GO:0004345; GO:0005788; GO:0006006; GO:0006098; GO:0017057; GO:0047936; GO:0050661
NC_035784.1,23431849,23431849,+,0.02920132,0.06681016,7.153937,Q3ZBD7,XM_022487462.1,0,glucose-6-phosphate isomerase-like,GO:0004347; GO:0005125; GO:0005615; GO:0005829; GO:0006094; GO:0006096; GO:0016866; GO:0048029; GO:0051156
NC_035787.1,43011803,43011803,+,7.983037e-08,1.093795e-06,29.51982,Q91WJ8,XM_022443388.1,2e-13,uncharacterized LOC111107933,GO:0001228; GO:0003723; GO:0005634; GO:0005654; GO:0006357; GO:0010628; GO:0045202; GO:0048103; GO:0048588; GO:0071425; GO:1900149; GO:1990837
NC_035788.1,42930657,42930657,+,3.062041e-07,3.683106e-06,-18.38077,Q0V9S3,XM_022448397.1,1e-35,CBP80/20-dependent translation initiation factor-like,GO:0000184; GO:0003723; GO:0005829; GO:0006446; GO:0008494; GO:0048471
NC_035787.1,58722385,58722385,+,8.607554e-08,1.171514e-06,16.20151,Q5RI56,XM_022446460.1,3e-22,optineurin-like,GO:0005634; GO:0005737; GO:0005776; GO:0005794; GO:0006914; GO:0007409; GO:0016192; GO:0046872; GO:0048471; GO:0051648; GO:0055037; GO:0070530
NC_035780.1,59757661,59757661,+,8.273454e-15,3.663083e-13,36.97703,Q17DK5,XM_022436032.1,3e-179,cryptochrome-1-like,GO:0005634; GO:0005641; GO:0005737; GO:0009882; GO:0018298; GO:0042752; GO:0045892; GO:0048471; GO:0048511; GO:0050660
NC_035783.1,48434287,48434287,+,3.551239e-41,2.751553e-38,-53.42309,Q00IB7,XM_022476708.1,0,pleckstrin homology domain-containing family H member 1-like,GO:0001569; GO:0005856; GO:0048514
NC_035782.1,50887943,50887943,+,5.898899e-17,3.488312e-15,-27.15408,O35127,XM_022465151.1,2e-23,protein C10-like,GO:0005737; GO:0009791; GO:0014819; GO:0016607; GO:0021540; GO:0021678; GO:0036343; GO:0048593; GO:0050890
NC_035787.1,49918307,49918307,+,1.063744e-26,2.055724e-24,-40.29904,O15083,XM_022443474.1,2e-16,ELKS/Rab6-interacting/CAST family member 1-like,GO:0005856; GO:0016082; GO:0030054; GO:0030426; GO:0042734; GO:0048786; GO:0098831; GO:0098882; GO:0098978; GO:0098982
NC_035781.1,15716908,15716908,+,0.03318651,0.07348642,12.2802,Q6INX4,XM_022464197.1,0,mitochondrial enolase superfamily member 1-like,GO:0000287; GO:0005739; GO:0016853; GO:0044275; GO:0050023
NC_035784.1,50506638,50506638,+,1.587089e-09,3.047023e-08,30.24043,P0AC33,XM_022480922.1,0,fumarate hydratase class I,GO:0004333; GO:0005829; GO:0006099; GO:0042802; GO:0046872; GO:0050163; GO:0051539
NC_035784.1,48654220,48654220,+,2.704626e-08,4.089814e-07,12.25596,Q7TNV1,XM_022485545.1,4e-42,protein FAM57B-like,GO:0000139; GO:0005783; GO:0005789; GO:0005794; GO:0016021; GO:0045599; GO:0046513; GO:0050291
NC_035782.1,65079542,65079542,+,6.160845e-06,5.416038e-05,-12.14472,Q3T094,XM_022464275.1,9e-94,persulfide dioxygenase ETHE1,GO:0005506; GO:0005654; GO:0005739; GO:0005759; GO:0006749; GO:0016788; GO:0050313; GO:0070813
NC_035784.1,5203531,5203531,+,2.985658e-09,5.453896e-08,-33.26543,Q96NN9,XM_022487362.1,1e-175,apoptosis-inducing factor 3-like,GO:0005739; GO:0005743; GO:0005783; GO:0005829; GO:0016491; GO:0046872; GO:0050660; GO:0051537; GO:0097194
NC_035784.1,50368981,50368981,+,4.080385e-09,7.267916e-08,-19.79498,P52209,XM_022488226.1,0,6-phosphogluconate dehydrogenase,GO:0004616; GO:0005634; GO:0005829; GO:0006098; GO:0009051; GO:0019322; GO:0046177; GO:0050661; GO:0055114; GO:0070062
NC_035789.1,24914490,24914490,+,0.006880032,0.02173035,28.33333,Q14314,XM_022455509.1,1e-31,fibroleukin-like,GO:0002291; GO:0002381; GO:0002605; GO:0002617; GO:0005576; GO:0005577; GO:0008233; GO:0043312; GO:0050687; GO:0062023; GO:0070062; GO:1904813
NC_035783.1,8472251,8472251,+,0.02989062,0.06796508,5.117307,P58283,XM_022474750.1,2e-38,uncharacterized LOC111128855,GO:0005634; GO:0005654; GO:0005829; GO:0006915; GO:0032648; GO:0043161; GO:0046872; GO:0050691; GO:0061630; GO:0070936; GO:0098685; GO:0098843; GO:0098978; GO:0099546
NC_035780.1,10411575,10411575,+,0.01010179,0.02941044,-11.59204,Q3MHW0,XM_022443698.1,9e-77,secretion-regulating guanine nucleotide exchange factor-like,GO:0005085; GO:0005654; GO:0005829; GO:0016235; GO:0050709
